gene_id,protein_description,protein_log2_BR8_vs_MG,protein_measured,protein_de_log2_ratio,protein_de_p,protein_de_fdr,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,protein_differential_BR8_vs_MG,phosphosite_differential_BR8_vs_MG
Solyc00g009060,Hypoxanthine phosphoribosyltransferase  IPR005904  Hypoxanthine phosphoribosyl transferase,0.5574711030052636,True,,,,,,,,,False,False
Solyc00g009100,"30S ribosomal protein S1-like  IPR003029  Ribosomal protein S1, RNA binding domain",0.17257022247272713,True,,,,,,,,,False,False
Solyc00g009130,Dehydrogenase_reductase SDR family member 12  IPR002198  Short-chain dehydrogenase_reductase SDR,1.3247292984362786,True,1.3241444377695,2.56555657655036e-10,1.52628292184602e-09,,,,,,True,False
Solyc00g009140,Short-chain dehydrogenase_reductase SDR  IPR002198  Short-chain dehydrogenase_reductase SDR,1.4122223667279439,True,1.411909587761677,5.13463516745383e-14,1.1779317172797e-12,,,,,,True,False
Solyc00g011880,AIG2-like protein  IPR009288  AIG2-like,-0.3698778874260119,True,,,,,,,,,False,False
Solyc00g011890,"Galactokinase like protein  IPR012369  Galactokinase, glycosyltransferase",0.7436116067946825,True,0.7436059366073882,3.67634894889899e-12,4.00433694335959e-11,2.0,0.9421881226596903,0.9421881226596903,1.6504494861632e-07,Solyc00g011890.2.1_S470;Solyc00g011890.2.1_S518,True,True
Solyc00g013130,NADH-quinone oxidoreductase subunit N  IPR001750  NADH:ubiquinone_plastoquinone oxidoreductase,-0.7961628516741315,True,-0.7940386501629083,2.28540084950753e-08,8.04461099026652e-08,,,,,,True,False
Solyc00g013140,"NADH dehydrogenase subunit 5 (Fragment)  IPR003945  NADH-plastoquinone oxidoreductase, chain 5",-0.003920999942344137,True,,,,,,,,,False,False
Solyc00g014830,"NADH-quinone oxidoreductase subunit D  IPR010219  NADH dehydrogenase I, D subunit",0.05004938686852592,True,,,,,,,,,False,False
Solyc00g017210,Actin  IPR004000  Actin_actin-like,-0.580341635472207,True,,,,,,,,,False,False
Solyc00g019740,"ATPase subunit 8  IPR003319  ATPase, F0 complex, subunit 8, mitochondrial, plant",-0.8628490854942688,True,-0.8558789637845768,1.20117781617336e-08,4.50847484381287e-08,,,,,,True,False
Solyc00g019950,"NADH-quinone oxidoreductase subunit C  IPR001268  NADH:ubiquinone oxidoreductase, 30 kDa subunit",-0.07094356592446055,True,,,,,,,,,False,False
Solyc00g021630,"NADH-ubiquinone oxidoreductase chain 6 (Fragment)  IPR001457  NADH:ubiquinone_plastoquinone oxidoreductase, chain 6",-0.4936594967205588,True,,,,,,,,,False,False
Solyc00g021640,Ribosomal protein S4  IPR002942  RNA-binding S4,-0.4040046378365835,True,,,,,,,,,False,False
Solyc00g022110,Ribosomal protein L2  IPR002171  Ribosomal protein L2,-0.2341405427169463,True,,,,,,,,,False,False
Solyc00g024150,Pterin-4-alpha-carbinolamine dehydratase  IPR001533  Transcriptional coactivator_pterin dehydratase,0.0924513056644135,True,,,,,,,,,False,False
Solyc00g027770,"Pectinesterase  IPR000070  Pectinesterase, catalytic",-0.0611910001414141,True,,,,,,,,,False,False
Solyc00g039990,TRNA nucleotidyltransferase,-0.06320739904765868,True,,,,,,,,,False,False
Solyc00g042130,"ATP synthase subunit alpha  IPR005294  ATPase, F1 complex, alpha subunit",-0.49821698297524936,True,,,,,,,,,False,False
Solyc00g049210,Cytochrome c-type biogenesis protein CcmF  IPR003569  Cytochrome c-type biogenesis protein CcbS,-0.17885496724186828,True,,,,,,,,,False,False
Solyc00g049520,Unknown Protein,-0.8258115076402287,True,-0.8215843256634346,2.07348277708807e-07,5.84124086299804e-07,,,,,,True,False
Solyc00g050130,UDP-glucose glucosyltransferase  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-0.189691694826458,True,,,,,,,,,False,False
Solyc00g053440,Transmembrane BAX inhibitor motif-containing protein 4  IPR006214  Uncharacterised protein family UPF0005,0.5220855258025757,True,,,,,,,,,False,False
Solyc00g060810,Major latex-like protein  IPR000916  Bet v I allergen,4.546408357106287,True,4.633308333049806,2.60679039738498e-10,1.54667243337501e-09,,,,,,True,False
Solyc00g071180,"Cysteine proteinase inhibitor  IPR000010  Proteinase inhibitor I25, cystatin",-0.6215304541579322,True,-0.6167184785519754,8.60842195747386e-06,1.77603654498671e-05,,,,,,True,False
Solyc00g082150,Kinesin light chain  IPR011990  Tetratricopeptide-like helical,-1.0814425762982796,True,-1.0812540913552224,1.19327011834576e-11,1.08332837710491e-10,2.0,0.9334542927733959,0.9334542927733959,4.09578355811817e-08,Solyc00g082150.2.1_S50,True,True
Solyc00g090870,"5-AMP-activated protein kinase subunit beta-1  IPR006828  5-AMP-activated protein kinase, beta subunit, complex-interacting region",0.09405819739565112,True,,,,,,,,,False,False
Solyc00g094530,"NADH-ubiquinone oxidoreductase chain 1  IPR001694  NADH:ubiquinone oxidoreductase, subunit 1",-0.31180042946113345,True,,,,,,,,,False,False
Solyc00g096460,AT4G08310 protein (Fragment),-0.40487707432607295,True,,,,,,,,,False,False
Solyc00g098560,"GDSL esterase_lipase At5g03980  IPR001087  Lipase, GDSL",0.05117047552291158,True,,,,,,,,,False,False
Solyc00g125990,NADH-quinone oxidoreductase subunit N  IPR001750  NADH:ubiquinone_plastoquinone oxidoreductase,-0.1379383718127964,True,,,,,,,,,False,False
Solyc00g128870,Nudix hydrolase 1  IPR000086  NUDIX hydrolase domain,0.169601340896767,True,,,,,,,,,False,False
Solyc00g140060,"Tripeptidyl peptidase II  IPR015500  Peptidase S8, subtilisin-related",-0.42573429965720005,True,,,,1.0,1.396246258281244,1.396246258281244,5.81962480189045e-08,Solyc00g140060.2.1_T177,False,True
Solyc00g164680,ABC transporter G family member 11  IPR013525  ABC-2 type transporter,0.9013655642431896,True,0.9015548678943366,1.06769793084008e-10,7.05553844558117e-10,1.0,0.9869489618015886,0.9869489618015886,5.19220853651461e-07,Solyc00g164680.1.1_S455,True,True
Solyc00g171810,"ATP synthase subunit a  IPR000568  ATPase, F0 complex, subunit A",-0.4300025101423776,True,,,,,,,,,False,False
Solyc00g174340,"Pathogenesis-related protein 1b  IPR018244  Allergen V5_Tpx-1 related, conserved site",-0.28072218730107085,True,,,,,,,,,False,False
Solyc00g179240,"MADS-box transcription factor  IPR002100  Transcription factor, MADS-box",-1.081498308812743,True,-1.1073300160796589,0.000130300774312652,0.000223617162017929,,,,,,True,False
Solyc00g187050,"Leucyl aminopeptidase  IPR011356  Peptidase M17, leucyl aminopeptidase",-0.7511489912836345,True,-0.7459042293781268,2.97424766747254e-08,1.01869415292855e-07,,,,,,True,False
Solyc00g196060,Auxin response factor 6  IPR010525  Auxin response factor,-0.20653253392012358,True,,,,,,,,,False,False
Solyc00g206460,Os06g0220000 protein (Fragment)  IPR006766  Phosphate-induced protein 1 conserved region,0.35381893814923193,True,,,,,,,,,False,False
Solyc00g230080,"Photosystem II D2 protein  IPR000484  Photosynthetic reaction centre, L_M",-2.8538740882989986,True,-2.849541396564131,1.89673395909424e-14,5.5272693207966e-13,,,,,,True,False
Solyc00g231780,NAD(P)H-quinone oxidoreductase subunit I chloroplastic  IPR009051  Alpha-helical ferredoxin,-0.7041988158356717,True,-0.7069799905525919,0.000545307646216846,0.000858886117238229,,,,,,True,False
Solyc00g247300,Cytochrome P450,-1.4866484527973356,True,-1.4868190559337089,3.35772390951164e-15,1.49217250538697e-13,,,,,,True,False
Solyc00g256710,Unknown Protein,-1.2985917447451116,True,-1.300598962489092,4.32839507595171e-12,4.6183403883624e-11,1.0,0.7430268055300003,0.7430268055300003,2.32432633197864e-05,,True,True
Solyc01g005000,Glutamate decarboxylase  IPR010107  Glutamate decarboxylase,-0.9461221997212876,True,-0.9482835149741863,5.55655956722493e-11,4.01517897833294e-10,,,,,,True,False
Solyc01g005020,"Sodium_hydrogen exchanger Na+ H+ antiporter  IPR018418  Na+_H+ exchanger, isoforms 7_8, conserved region",-0.7333164081398695,True,-0.733455142348288,2.17457228069051e-10,1.31659389855431e-09,2.0,0.8408624119883497,0.8408624119883497,3.85056991236511e-06,Solyc01g005020.2.1_S1085,True,True
Solyc01g005030,Serine_threonine-protein kinase 36,-0.3290294559904449,True,,,,3.0,2.1148391727130873,2.1148391727130873,1.09844127567999e-09,Solyc01g005030.2.1_S316;Solyc01g005030.2.1_S402;Solyc01g005030.2.1_T326,False,True
Solyc01g005140,Cytochrome b561  IPR006593  Cytochrome b561_ferric reductase transmembrane,0.9138472457889514,True,0.9135225434383263,5.83589207525479e-11,4.18301683587617e-10,,,,,,True,False
Solyc01g005210,"Alpha alpha-trehalose-phosphate synthase (UDP-forming)  IPR001830  Glycosyl transferase, family 20",0.4185467940787641,True,,,,4.0,0.9207988515992013,0.9207988515992013,1.14609286609016e-06,Solyc01g005210.2.1_T34,False,True
Solyc01g005240,Aspartokinase  IPR001341  Aspartate kinase region,-0.3556606420430093,True,,,,,,,,,False,False
Solyc01g005250,"Aspartate-semialdehyde dehydrogenase  IPR005986  Aspartate-semialdehyde dehydrogenase, bacterial",0.06004651257832794,True,,,,,,,,,False,False
Solyc01g005280,"SEC14 cytosolic factor  IPR001251  Cellular retinaldehyde-binding_triple function, C-terminal",0.3492605840186072,True,,,,,,,,,False,False
Solyc01g005330,microtubule associated protein Type 1  IPR009768  Myosin II heavy chain-like,-1.5757061774178893,True,-1.575897340768271,1.68698358743719e-16,1.48493966411778e-14,,,,,,True,False
Solyc01g005380,SET domain containing protein  IPR001214  SET,0.11617767508118164,True,,,,,,,,,False,False
Solyc01g005400,Calcium binding protein Caleosin  IPR007736  Caleosin related,-0.11982771731259709,True,,,,,,,,,False,False
Solyc01g005410,Calcium binding protein Caleosin  IPR007736  Caleosin related,-1.4483289539909645,True,-1.4483046234301242,3.79729125337206e-14,9.40120464066043e-13,,,,,,True,False
Solyc01g005430,UBX domain protein 6  IPR018997  PUB domain,0.1789351351213891,True,,,,3.0,0.8172391773063921,0.8172391773063921,1.16206915351577e-06,Solyc01g005430.2.1_S16;S20;Solyc01g005430.2.1_S19;S20,False,True
Solyc01g005450,F-box protein family-like protein  IPR001810  Cyclin-like F-box,-1.3952863037326078,True,-1.4112937278986841,1.02631502660007e-09,5.19174044190182e-09,,,,,,True,False
Solyc01g005490,"Iaa-amino acid hydrolase 4  IPR017439  Peptidase M20D, mername-AA028_carboxypeptidase Ss1",-0.22161746152300116,True,,,,,,,,,False,False
Solyc01g005520,Tetratricopeptide TPR_2 repeat protein  IPR001478  PDZ_DHR_GLGF,-1.0299576693968278,True,-1.0306552674650986,5.99426966094784e-08,1.89800743664069e-07,,,,,,True,False
Solyc01g005540,"Lysyl-tRNA synthetase  IPR002313  Lysyl-tRNA synthetase, class II",0.3174957850100932,True,,,,,,,,,False,False
Solyc01g005560,"Isocitrate dehydrogenase  IPR004790  Isocitrate dehydrogenase NADP-dependent, eukaryotic",0.19589554803773607,True,,,,,,,,,False,False
Solyc01g005580,Unknown Protein  IPR012438  Protein of unknown function DUF1639,-0.6000608022595608,True,-0.598568372292565,1.75240536665782e-08,6.33660654957476e-08,,,,,,True,False
Solyc01g005600,Adenosine 5_apos-phosphosulfate reductase 8  IPR017936  Thioredoxin-like,0.32852338700149475,True,,,,,,,,,False,False
Solyc01g005620,Mitochondrial 2-oxoglutarate_malate carrier protein  IPR001993  Mitochondrial substrate carrier,0.27265511579619706,True,,,,,,,,,False,False
Solyc01g005640,"Uncharacterized plant-specific domain TIGR01589 family protein  IPR006476  Conserved hypothetical protein CHP01589, plant",-0.05394630545316201,True,,,,,,,,,False,False
Solyc01g005690,Unknown Protein,-1.061549323636436,True,-1.0621353320250237,2.08544072977949e-07,5.87306628842843e-07,,,,,,True,False
Solyc01g005820,"Splicing factor arginine_serine-rich 4  IPR012677  Nucleotide-binding, alpha-beta plait",-0.3374963336404019,True,,,,3.0,1.0988884946812216,1.0988884946812216,0.00169871223088368,Solyc01g005820.2.1_S167;S169;Solyc01g005820.2.1_S214;Solyc01g005820.2.1_S214;S217,False,True
Solyc01g005830,Glucan endo-1 3-beta-glucosidase 4  IPR012946  X8,0.047386653687378044,True,,,,,,,,,False,False
Solyc01g005910,Acid phosphatase_vanadium-dependent haloperoxidase related  IPR003832  Acid phosphatase_vanadium-dependent haloperoxidase related,-0.6406460178147527,True,-0.6394861508288462,1.67033079661909e-08,6.05707879247266e-08,,,,,,True,False
Solyc01g005930,Unknown Protein,1.0027959037601801,True,1.0030897546770605,2.80776857721676e-11,2.21432538724956e-10,,,,,,True,False
Solyc01g005960,"ATP dependent RNA helicase  IPR011545  DNA_RNA helicase, DEAD_DEAH box type, N-terminal",0.06431437488035222,True,,,,,,,,,False,False
Solyc01g005980,POT family domain containing protein expressed  IPR007493  Protein of unknown function DUF538,-0.5827997431146011,True,,,,,,,,,False,False
Solyc01g005990,Non-specific lipid-transfer protein  IPR003612  Plant lipid transfer protein_seed storage_trypsin-alpha amylase inhibitor,-1.9075729926473866,True,-1.9096401836991193,1.34617421290414e-12,1.75436897423637e-11,,,,,,True,False
Solyc01g006010,Branchpoint-bridging protein,0.17122236698130144,True,,,,,,,,,False,False
Solyc01g006020,At3g32930-like protein (Fragment),-0.6219034860692696,True,-0.6235537821740366,3.15768190224441e-09,1.38389924788699e-08,,,,,,True,False
Solyc01g006030,"E3 ubiquitin-protein ligase bre1  IPR018957  Zinc finger, C3HC4 RING-type",-0.3912421666499279,True,,,,,,,,,False,False
Solyc01g006040,E3 ubiquitin-protein ligase BRE1-like 2,-0.05133482493870513,True,,,,,,,,,False,False
Solyc01g006110,PP2A regulatory subunit TAP46  IPR007304  TAP42-like protein,-0.06884860990910736,True,,,,,,,,,False,False
Solyc01g006120,Casein kinase-like protein  IPR002290  Serine_threonine protein kinase,-0.16137781980809576,True,,,,,,,,,False,False
Solyc01g006130,"Homology to unknown gene  IPR001305  Heat shock protein DnaJ, cysteine-rich region",-1.263363801033604,True,-1.244347357460192,4.99123174831191e-07,1.30017783643013e-06,1.0,1.7566033747595569,1.7566033747595569,8.10013945926661e-06,Solyc01g006130.2.1_S104,True,True
Solyc01g006150,Cation-efflux pump fieF  IPR002524  Cation efflux protein,-0.011130978029168345,True,,,,6.0,1.818551949597463,1.818551949597463,7.31615785465573e-10,Solyc01g006150.2.1_S23;Solyc01g006150.2.1_S28;Solyc01g006150.2.1_S90;Solyc01g006150.2.1_S94;Solyc01g006150.2.1_S95,False,True
Solyc01g006170,rRNA processing protein ebna1-binding protein-related  IPR008610  Eukaryotic rRNA processing,-0.5029588469984874,True,,,,1.0,0.7006281709906695,0.7006281709906695,0.00163170015628311,Solyc01g006170.2.1_T12;S14;S16,False,True
Solyc01g006230,Cysteine protease  IPR005078  Peptidase C54,0.6684643126907595,True,0.6684513907873874,2.1866113730597e-11,1.79950017442173e-10,,,,,,True,False
Solyc01g006240,Myrosinase-binding protein-like At3g16440  IPR001229  Mannose-binding lectin,-0.6390056387032957,True,-0.6387127621641945,2.98513282698368e-08,1.02202852720458e-07,,,,,,True,False
Solyc01g006280,"Formate-tetrahydrofolate ligase  IPR000559  Formate-tetrahydrofolate ligase, FTHFS",0.23018438578165157,True,,,,,,,,,False,False
Solyc01g006330,PAP fibrillin family protein  IPR006843  PAP fibrillin,-0.46206548175230083,True,,,,,,,,,False,False
Solyc01g006350,"Glucan synthase like 7  IPR003440  Glycosyl transferase, family 48",-0.697893281689995,True,-0.697461298641547,2.9720068767156e-08,1.0183190871337e-07,,,,,,True,False
Solyc01g006360,Glucan synthase like 7,-0.46751418215413454,True,,,,1.0,0.729267040812656,-0.729267040812656,0.000202730094551383,Solyc01g006360.2.1_S93,False,True
Solyc01g006370,"Glucan synthase like 3  IPR003440  Glycosyl transferase, family 48",-0.6906961622017284,True,-0.6910731019043166,2.40865151653959e-11,1.93039627403101e-10,,,,,,True,False
Solyc01g006400,Cysteine-rich extensin-like protein-4,-0.16276377665656283,True,,,,,,,,,False,False
Solyc01g006430,"Omega-6 fatty acid desaturase  IPR005804  Fatty acid desaturase, type 1",0.5805352765532618,True,,,,,,,,,False,False
Solyc01g006450,Enoyl reductase,-0.25253855917828927,True,,,,,,,,,False,False
Solyc01g006490,Protein YdiU  IPR003846  Uncharacterised protein family UPF0061,0.04372188379538591,True,,,,,,,,,False,False
Solyc01g006510,"L-threonine 3-dehydrogenase  IPR002328  Alcohol dehydrogenase, zinc-containing, conserved site",-0.8744480875951633,True,-0.8743999947816247,2.40138675105358e-12,2.82695701236612e-11,1.0,0.9172375441221539,0.9172375441221539,4.08438215435795e-06,Solyc01g006510.2.1_S6,True,True
Solyc01g006540,"Lipoxygenase  IPR001246  Lipoxygenase, plant",2.9989579073111856,True,2.999105655502258,1.46847748540653e-16,1.37387662003087e-14,3.0,2.172748700835691,-2.172748700835691,5.22430742468657e-11,Solyc01g006540.2.1_S249;Solyc01g006540.2.1_S382,True,True
Solyc01g006560,"Lipoxygenase  IPR001246  Lipoxygenase, plant",-1.4372263633557625,True,-1.4299275122674118,5.15493542038302e-07,1.33421857939325e-06,,,,,,True,False
Solyc01g006630,Oxidoreductase family protein-binding domain,-0.4802995766606874,True,,,,,,,,,False,False
Solyc01g006670,UDP-glucosyltransferase HvUGT5876  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,0.6703658832524113,True,0.6696323552259665,8.80893970091431e-10,4.54510232894562e-09,,,,,,True,False
Solyc01g006680,Transcription factor jumonji jmjC domain protein  IPR003347  Transcription factor jumonji_aspartyl beta-hydroxylase,-0.3776438606441201,True,,,,,,,,,False,False
Solyc01g006800,"Methionine aminopeptidase  IPR002468  Peptidase M24A, methionine aminopeptidase, subfamily 2",-0.5083535342156956,True,,,,,,,,,False,False
Solyc01g006830,Os02g0200800 protein (Fragment)  IPR009675  Targeting for Xklp2,-0.9997556899753541,True,-0.9992717222840556,5.56780508113467e-13,8.47374170567208e-12,13.0,1.4117049405704338,1.4117049405704338,1.89585405944543e-08,Solyc01g006830.2.1_S166;Solyc01g006830.2.1_S172;S175;Solyc01g006830.2.1_S212;Solyc01g006830.2.1_S212;S215;Solyc01g006830.2.1_S333;Solyc01g006830.2.1_S336;Solyc01g006830.2.1_S83;S85;Solyc01g006830.2.1_T219,True,True
Solyc01g006860,"Co-chaperone HscB-like protein  IPR001623  Heat shock protein DnaJ, N-terminal",-0.5422998884936995,True,,,,,,,,,False,False
Solyc01g006900,Phosphatidylglycerol_phosphatidylinositol transfer protein  IPR003172  MD-2-related lipid-recognition,0.19857720751651176,True,,,,,,,,,False,False
Solyc01g006940,"Poly(U)-binding-splicing factor PUF60  IPR003954  RNA recognition, region 1",-0.610537405002794,True,-0.6106561540690127,5.5942752781788e-07,1.43954599514919e-06,,,,,,True,False
Solyc01g006960,Transport protein particle subunit trs85-2,-0.28720369008194463,True,,,,,,,,,False,False
Solyc01g006970,ATP-dependent RNA helicase A-like protein  IPR007502  Helicase-associated region,0.13942002121084082,True,,,,,,,,,False,False
Solyc01g006980,Malonyl CoA-acyl carrier protein transacylase containing protein expressed  IPR004410  Malonyl CoA-acyl carrier protein transacylase,-0.6845812445157274,True,-0.6844960401915371,3.15561983657076e-12,3.55477174999251e-11,,,,,,True,False
Solyc01g006990,F-box family protein  IPR001810  Cyclin-like F-box,-0.005425413006448206,True,,,,,,,,,False,False
Solyc01g007070,BEL1-like homeodomain protein 1  IPR006563  POX,-0.525554630480768,True,,,,7.0,1.2408804985694422,1.2408804985694422,1.41171571158605e-09,Solyc01g007070.2.1_S170;Solyc01g007070.2.1_S170;T172;Solyc01g007070.2.1_S487;Solyc01g007070.2.1_S487;S490,False,True
Solyc01g007100,"Digalactosyldiacylglycerol synthase 1, chloroplastic  IPR001296  Glycosyl transferase, group 1",0.26354384294409133,True,,,,1.0,1.7560871586448457,-1.7560871586448457,6.81494144575186e-06,Solyc01g007100.2.1_S98,False,True
Solyc01g007120,Serine_threonine protein kinase  IPR000687  RIO kinase,-0.5373235474048845,True,,,,1.0,0.6332577685739857,0.6332577685739857,0.00262192079796744,Solyc01g007120.2.1_S403,False,True
Solyc01g007150,"Coatomer subunit beta-1  IPR016460  Coatomer, beta subunit",-0.3810336163631492,True,,,,2.0,1.0612626756843366,1.0612626756843366,1.10088617640883e-08,Solyc01g007150.2.1_S365;Solyc01g007150.2.1_S490,False,True
Solyc01g007220,NHL1 (Fragment)  IPR010847  Harpin-induced 1,-0.043043677139744996,True,,,,,,,,,False,False
Solyc01g007250,U3 small nucleolar ribonucleoprotein protein IMP4  IPR007109  Brix domain,-0.5968894646412143,True,-0.5875213252532671,1.32260129779724e-05,2.63867123116093e-05,,,,,,True,False
Solyc01g007260,"Os04g0416500 protein (Fragment)  IPR004176  Clp, N-terminal",-0.9877251154678564,True,,,,,,,,,False,False
Solyc01g007280,"30S ribosomal protein S4 chloroplastic  IPR005709  Ribosomal protein S4, bacterial-type",-0.8546460187215073,True,-0.8548973702181267,1.26741922808546e-10,8.14520759162953e-10,,,,,,True,False
Solyc01g007290,"NAD(P)H-quinone oxidoreductase subunit J  IPR020396  NADH:ubiquinone oxidoreductase, 30 kDa subunit, conserved site  IPR001268  NADH:ubiquinone oxidoreductase, 30 kDa subunit",-0.6579076584364923,True,-0.6604741807586453,4.29880453542887e-07,1.1357840282667e-06,,,,,,True,False
Solyc01g007300,"NAD(P)H-quinone oxidoreductase subunit K chloroplastic  IPR006138  NADH:ubiquinone oxidoreductase, 20 kDa subunit",-1.0135444145487669,True,-1.0137982302957913,9.68170825902869e-07,2.38368484781847e-06,,,,,,True,False
Solyc01g007320,"ATP synthase subunit beta chloroplastic  IPR005722  ATPase, F1 complex, beta subunit",-0.5201303838282205,True,,,,4.0,2.01195391365819,2.01195391365819,2.52195238399301e-10,Solyc01g007320.2.1_S10;Solyc01g007320.2.1_S294;Solyc01g007320.2.1_S54,False,True
Solyc01g007330,"Ribulose bisphosphate carboxylase large chain  IPR000685  Ribulose bisphosphate carboxylase, large subunit, C-terminal",-0.629297782640227,True,-0.630866175252874,4.03329491281479e-05,7.45124198401536e-05,,,,,,True,False
Solyc01g007340,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta  IPR000438  Acetyl-CoA carboxylase carboxyl transferase, beta subunit",0.28062414665075897,True,,,,2.0,1.27723968285707,1.27723968285707,4.35325733662367e-06,Solyc01g007340.2.1_S209,False,True
Solyc01g007360,Photosystem I assembly protein ycf4  IPR003359  Photosystem I assembly Ycf4,-0.08882831810588623,True,,,,,,,,,False,False
Solyc01g007380,Apocytochrome f  IPR002325  Cytochrome f,-1.215739223122932,True,-1.2184972582447935,1.21537434876077e-10,7.85617979038963e-10,,,,,,True,False
Solyc01g007460,30S ribosomal protein S18 chloroplastic  IPR001648  Ribosomal protein S18,-0.9753384965007139,True,-0.9746527765619905,1.41966264193036e-08,5.22915937069087e-08,,,,,,True,False
Solyc01g007470,50S ribosomal protein L20 chloroplastic  IPR005813  Ribosomal protein L20,-0.9197569643177164,True,-0.9181657268474077,6.32132079561599e-10,3.39890497467845e-09,,,,,,True,False
Solyc01g007490,"ATP-dependent Clp protease proteolytic subunit  IPR001907  Peptidase S14, ClpP",0.3442027109498829,True,,,,,,,,,False,False
Solyc01g007500,"Photosystem II CP47 chlorophyll apoprotein  IPR017486  Photosystem II, PsbB",-4.008887037698824,True,-4.004642785284902,3.91822670679721e-15,1.6823767618364e-13,,,,,,True,False
Solyc01g007520,Photosystem II reaction center protein H  IPR001056  Photosystem II phosphoprotein PsbH,-3.9048366414618467,True,-3.9052123829467362,3.30720446108199e-13,5.35417727688465e-12,2.0,1.2586932789279377,1.2586932789279377,4.31336819474631e-05,Solyc01g007520.2.1_S10;Solyc01g007520.2.1_T5,True,True
Solyc01g007530,"Cytochrome b6  IPR005797  Cytochrome b_b6, N-terminal",-1.7859950753528613,True,-1.7843663203591564,6.66275595766492e-12,6.60184782070522e-11,,,,,,True,False
Solyc01g007550,"DNA-directed RNA polymerase subunit alpha  IPR011260  RNA polymerase, alpha subunit, C-terminal",-0.1489050137465329,True,,,,,,,,,False,False
Solyc01g007560,"DNA-directed RNA polymerase subunit alpha  IPR011773  DNA-directed RNA polymerase, alpha subunit",-0.0026925478170750157,True,,,,,,,,,False,False
Solyc01g007570,"30S ribosomal protein S11 chloroplastic  IPR019981  Ribosomal protein S11, bacterial-type",-1.1685273224377641,True,-1.1666095676567225,9.6956110768587e-10,4.95256271558162e-09,,,,,,True,False
Solyc01g007580,30S ribosomal protein S8  IPR000630  Ribosomal protein S8,-0.8337428313135714,True,-0.8344769547815719,1.70102428544571e-08,6.15833150673788e-08,,,,,,True,False
Solyc01g007590,"50S ribosomal protein L14 chloroplastic  IPR005745  Ribosomal protein L14, bacterial-type",-0.5060359684316147,True,,,,,,,,,False,False
Solyc01g007600,50S ribosomal protein L16 chloroplastic  IPR000114  Ribosomal protein L16,-0.7169882523394115,True,-0.7186630981950989,1.28842749615776e-07,3.79693089716518e-07,,,,,,True,False
